Instance,Income
112107,115202.71795899999
112108,58839.107244
112109,29189.436831000006
112110,48341.290359
112111,32341.409657
112112,78898.75057499998
112113,70913.531865
112114,69998.386806
112115,17806.030736800003
112116,43695.569907000005
112117,89759.57291599999
112118,27535.902126999998
112119,31254.30205
112120,509669.76688
112121,110725.373903
112122,501995.11384999997
112123,188791.31269400002
112124,38746.5097277
112125,199674.87882999997
112126,170580.02105199997
112127,19459.8549
112128,41983.272538000005
112129,116332.690796
112130,71692.98496100001
112131,16751.092190000003
112132,80412.11458700002
112133,249183.84893
112134,16231.422931000003
112135,17189.8516611
112136,55079.578023
112137,14218.3353991
112138,42138.039987
112139,56874.030609999994
112140,42733.873228
112141,39947.616421
112142,72773.590467
112143,179922.611126
112144,31945.969693500003
112145,28745.828764999995
112146,41357.0306
112147,239989.66376
112148,49929.126703
112149,73581.004404
112150,8003.748330420001
112151,330506.39995
112152,91835.721405
112153,56975.08656299999
112154,25887.464429
112155,102555.764738
112156,72663.498225
112157,86396.21870200001
112158,35541.523355
112159,273262.86824
112160,58904.656827000006
112161,146343.87487
112162,77447.92798000001
112163,11223.452364469998
112164,23085.60202
112165,138451.233726
112166,47468.138253
112167,17923.692211499998
112168,47904.480356
112169,291228.1051200001
112170,227547.57335000002
112171,42695.556539
112172,21150.589452
112173,117598.542463
112174,39762.620718000006
112175,36774.185832
112176,32250.556118999997
112177,95210.27621
112178,21132.825287000003
112179,30585.347641
112180,37497.21544799999
112181,9625.861993100001
112182,300932.39725000004
112183,100175.83820299999
112184,25369.559184
112185,277957.60169000004
112186,9995.8001322
112187,107675.305632
112188,120358.548239
112189,43350.317641
112190,38801.939087
112191,83934.71776
112192,184763.33136399998
112193,31613.458396
112194,147240.41331200002
112195,36146.859236000004
112196,27155.289236
112197,222229.01299999998
112198,33227.268062
112199,43501.320518
112200,56337.374546
112201,258036.529715
112202,116647.569756
112203,36287.962598
112204,40528.120723
112205,8055.1833489
112206,106135.950011
112207,322170.59103999997
112208,65864.20311799999
112209,413830.04180999997
112210,50959.258047999996
112211,257663.85952999996
112212,54016.681999
112213,20032.537360000006
112214,195740.28155299998
112215,69978.17148399999
112216,123699.534271
112217,39257.69209899999
112218,43623.682748
112219,404372.01547000004
112220,23070.374114
112221,7097.9932039999985
112222,31851.996409000003
112223,54108.44132599999
112224,142629.349983
112225,15916.588623
112226,47302.440936
112227,54014.54246800001
112228,94830.283522
112229,58445.44113800001
112230,217494.901559
112231,17682.998038
112232,155909.35825
112233,25479.2875047
112234,42486.81966200001
112235,25112.37122
112236,101917.565988
112237,355998.91623
112238,40525.274987
112239,15055.7449656
112240,13277.0302281
112241,21161.495129
112242,47054.731964
112243,62408.29009400001
112244,168998.57181000002
112245,92378.601689
112246,45656.792111
112247,413371.41849
112248,89066.95650999999
112249,15051.505935
112250,52064.26989100001
112251,53054.375618000005
112252,55241.994739999995
112253,27287.743808999996
112254,291113.56227
112255,42863.002237
112256,36646.898327
112257,35612.300452999996
112258,423366.62425
112259,183291.816454
112260,122641.130249
112261,340250.08185
112262,87423.731797
112263,34660.47199099999
112264,81554.776076
112265,9752.571323600001
112266,38401.278886
112267,54871.642205000004
112268,43316.36863699999
112269,383050.21089000005
112270,26766.977682999997
112271,80662.63358699999
112272,79423.416134
112273,146615.82277899998
112274,7663.9943048000005
112275,178817.33139599997
112276,175038.215774
112277,70159.142282
112278,34425.064012999996
112279,27238.956621999998
112280,123916.454559
112281,64346.656263000004
112282,189408.150729
112283,105406.477269
112284,67550.699219
112285,69761.334013
112286,38002.239141
112287,38978.546986999994
112288,83020.913802
112289,297914.96804
112290,214805.48317
112291,31586.502948
112292,558833.6989
112293,29275.398964
112294,326661.40652
112295,29053.96809
112296,253154.7697
112297,61940.314065
112298,51669.388897
112299,41100.01554
112300,15350.9630943
112301,34247.609989000004
112302,23193.8403383
112303,37008.339876
112304,168775.71813
112305,25800.439242
112306,52880.28258100001
112307,42125.490818
112308,101432.238802
112309,49261.614706
112310,36854.92705
112311,90539.100722
112312,34246.317995
112313,128311.676797
112314,30642.285273999994
112315,207986.83852000002
112316,44231.992907
112317,23014.199042
112318,28520.653428
112319,24908.457184
112320,800737.3787300001
112321,63193.830887
112322,18083.661644300002
112323,107814.474835
112324,377210.19380999997
112325,220132.94410999998
112326,106770.98670600001
112327,172141.94484
112328,108751.18092700001
112329,122667.756091
112330,338131.67292999994
112331,352120.14190000005
112332,170424.02658
112333,325444.22792999994
112334,202413.25791999997
112335,56797.596265
112336,31840.861632000004
112337,263673.95485
112338,273911.91535
112339,253059.9052
112340,44334.26222000001
112341,1176707.2731099995
112342,18954.607303699995
112343,44709.07698500001
112344,26283.6503828
112345,31249.131429999998
112346,77860.207849
112347,21203.474688000002
112348,23088.905738999998
112349,24124.208179999998
112350,91310.111725
112351,37257.51774
112352,49488.328148
112353,-123.3813143100001
112354,122842.30061
112355,58536.682031
112356,62327.98152000001
112357,68783.015638
112358,82737.13570000001
112359,42397.583054
112360,18042.73623964
112361,152328.97897300002
112362,61899.420184
112363,55841.961944
112364,20516.971545
112365,9405.738454490001
112366,17684.4754954
112367,19121.202517100002
112368,48720.039495
112369,157783.90961299997
112370,30513.345387
112371,390120.77564
112372,92173.05356900001
112373,61258.18711000001
112374,18036.8907769
112375,28633.735352
112376,96232.258781
112377,114211.921606
112378,62952.456698999995
112379,103421.281435
112380,80546.06201899998
112381,77099.39682200001
112382,97831.16671599999
112383,25970.772664999997
112384,184615.18176999997
112385,11259.594786200001
112386,165968.14964999998
112387,58449.445689999986
112388,42938.770941
112389,24773.336011
112390,14304.787919900002
112391,20286.846748
112392,117932.840986
112393,60842.71071
112394,55970.949058
112395,14663.4177612
112396,144987.37270299997
112397,46837.370763
112398,393559.54943
112399,96330.70395299999
112400,79087.66999699999
112401,112855.661717
112402,826674.4617500001
112403,160831.09641
112404,113314.284082
112405,56355.24446
112406,26828.587506999997
112407,13351.0108728
112408,20301.4671591
112409,52567.652117000005
112410,22241.828729
112411,134958.703556
112412,106108.62476899999
112413,26470.509599
112414,68554.183495
112415,133731.14552
112416,73331.483174
112417,103368.45601499999
112418,55655.18066
112419,193956.56079999998
112420,50673.998959
112421,219265.67795600003
112422,98169.95885800001
112423,48200.958192
112424,9610.51546936
112425,41886.927572
112426,93761.91561499998
112427,273797.59570000006
112428,146222.243744
112429,10646.1454036
112430,20627.9471585
112431,145997.874967
112432,35254.593452
112433,73111.610033
112434,37342.0373164
112435,78054.449941
112436,50595.54842999999
112437,78729.44010800001
112438,99116.38566300001
112439,70861.59164000001
112440,263538.3685
112441,40914.144061000006
112442,327589.85362000007
112443,48726.932078
112444,23693.968711999998
112445,69438.178472
112446,404868.5177099999
112447,693308.32461
112448,60135.03087899999
112449,81683.367503
112450,37939.435691
112451,122429.49143500002
112452,13154.9856416
112453,24438.110577
112454,113512.985189
112455,653175.7905599999
112456,57653.90921799999
112457,184727.54408999998
112458,109658.91259300002
112459,47535.093268000004
112460,46690.746229
112461,516131.02559000003
112462,85314.420834
112463,42719.72935400001
112464,61600.96247499999
112465,123936.64905
112466,146094.879437
112467,49528.933860000005
112468,39280.275144
112469,55758.029091
112470,34452.90543299999
112471,54798.091605999994
112472,170675.96038999996
112473,74298.445937
112474,17549.704026199997
112475,79038.575174
112476,90749.725215
112477,35075.854097999996
112478,73101.46042799999
112479,12104.6634282
112480,56229.778598000004
112481,181851.25976
112482,43888.645196000005
112483,311259.67306000006
112484,50775.51983900001
112485,99013.594994
112486,19523.973707999998
112487,23525.555860999997
112488,137912.402493
112489,48762.188369
112490,348767.99490999995
112491,69507.851112
112492,43985.94040400001
112493,342293.86975000007
112494,17010.635587100005
112495,5999.8601449
112496,25514.474207
112497,222606.82541900003
112498,12730.53484
112499,56565.615460999994
112500,9782.542183900001
112501,64593.237112
112502,72495.99916800001
112503,51612.586177
112504,33841.273405
112505,25297.777131000003
112506,68878.78175200001
112507,91037.96419
112508,75680.43856899999
112509,13901.2169139
112510,35256.923595
112511,126710.59903000001
112512,13255.301431
112513,59202.097310000005
112514,42259.37294300001
112515,80306.353865
112516,99785.353101
112517,8888.8106763
112518,79628.855246
112519,22950.005679
112520,16357.635871800001
112521,156078.60736999998
112522,51837.234378999994
112523,21225.539545
112524,74893.76343199999
112525,8349.22224249
112526,18620.342819999998
112527,42571.782472000006
112528,31326.471202999994
112529,27447.782881
112530,102756.729984
112531,115453.553326
112532,188049.468749
112533,110494.403972
112534,237226.55126
112535,53594.247251
112536,115303.42075200002
112537,36830.768282
112538,15015.850809
112539,174175.940992
112540,27179.934753
112541,89029.84632099999
112542,231486.053938
112543,66385.350655
112544,225248.83166
112545,38067.195912
112546,31956.597910400003
112547,106166.984345
112548,475286.48932000005
112549,84764.65747100001
112550,84837.07381300001
112551,10713.4561278
112552,127923.81764800001
112553,48861.406509
112554,85382.514673
112555,24619.978253
112556,85633.63988399999
112557,45531.65954400001
112558,98020.24767200001
112559,35773.207303999996
112560,27251.977433
112561,181870.51977
112562,23241.512962
112563,142544.18726600002
112564,372223.01846999995
112565,129401.58972900003
112566,33462.032606
112567,50525.284315
112568,17816.561308700002
112569,105592.623094
112570,39207.655053
112571,145368.36548700003
112572,176760.00006
112573,26343.918199
112574,67942.39518700002
112575,82160.75796399997
112576,70595.517492
112577,375206.68744999997
112578,339993.17507999996
112579,99762.04608100001
112580,138644.31885399998
112581,39586.42228199999
112582,18129.893699499997
112583,10485.76535046
112584,213501.92925
112585,22799.754094000007
112586,26451.747497000004
112587,141421.96454999998
112588,73736.620948
112589,238155.37479000003
112590,10587.882317599999
112591,143649.77235200003
112592,30700.131464
112593,23293.8443832
112594,32363.624481
112595,26795.938026999997
112596,74099.924272
112597,49771.635616
112598,42045.710076
112599,6689.1875776
112600,25200.537898000002
112601,115934.01111899999
112602,22999.759301000002
112603,79341.269253
112604,176761.96224
112605,20784.932132
112606,47361.71883699999
112607,38319.72711100001
112608,86085.779771
112609,174905.78214000002
112610,59187.49073899999
112611,168789.711701
112612,161973.64523499997
112613,82321.62765200001
112614,187844.69188
112615,62115.967027
112616,88191.63372700001
112617,85095.01484400002
112618,342907.3273
112619,39609.436624
112620,28667.289297
112621,27184.236560999998
112622,95174.635121
112623,73580.733157
112624,40010.692973
112625,52221.227488000004
112626,122575.51096700001
112627,33313.429353
112628,51604.166399
112629,53717.582063999995
112630,50383.352082
112631,64557.156779
112632,171019.19056000002
112633,133867.19649399997
112634,35510.387288000005
112635,50473.246396999995
112636,76947.899998
112637,181117.91291
112638,19296.438279
112639,59707.27873900001
112640,31161.173926
112641,28943.491944999998
112642,230122.61896000002
112643,36973.512536
112644,100087.49492099999
112645,63818.79874900001
112646,11275.6461282
112647,29871.072041999996
112648,57925.60857899999
112649,29754.116298
112650,13772.3059186
112651,46401.966668999994
112652,18867.460566
112653,38231.75651300001
112654,41574.210719
112655,31312.582774000002
112656,18884.8260746
112657,270945.03411
112658,575820.4940999999
112659,105322.331627
112660,48766.62583400001
112661,196960.91073
112662,89798.056033
112663,101481.533904
112664,216494.86526999995
112665,466301.20648
112666,113185.416423
112667,25529.813464
112668,45729.547735
112669,113438.28979699998
112670,8760.155540099999
112671,224348.58562600007
112672,106013.434678
112673,79647.746944
112674,25914.436307999997
112675,44210.56681999999
112676,41642.192016
112677,45819.41344
112678,14364.221614999999
112679,103150.83735999999
112680,107620.042977
112681,24513.943403
112682,110754.53393800001
112683,17543.5882785
112684,239954.29555
112685,39334.973859000005
112686,31884.399445999996
112687,17586.652448400004
112688,24244.759491000004
112689,125384.255994
112690,29990.167441999998
112691,57478.066125
112692,33187.13434
112693,118797.72213000001
112694,35552.93858499999
112695,134088.779969
112696,183199.25885
112697,107100.245683
112698,77022.034812
112699,294356.79118000006
112700,202256.46304
112701,379868.23925
112702,126261.035143
112703,33195.221335
112704,47388.80846199999
112705,253015.35553
112706,70193.346819
112707,42491.6300178
112708,139800.49827699998
112709,150303.480563
112710,59436.81940400001
112711,80397.32112000001
112712,9504.932562590002
112713,52460.50601699999
112714,115153.96264499999
112715,111074.18409799998
112716,33627.235227000005
112717,17296.832099
112718,79184.52203000001
112719,34329.147532999996
112720,26136.564675999998
112721,36122.379784000004
112722,45316.99743199999
112723,27953.372569
112724,41577.558628000006
112725,56554.30914100001
112726,8495.927478499998
112727,69383.88063099999
112728,161790.23740599997
112729,54804.293429
112730,29033.976239
112731,54907.952354999994
112732,18354.534369
112733,68564.174824
112734,187177.421067
112735,17148.411172
112736,64214.772908
112737,58542.91289899999
112738,417027.22215
112739,29608.923172
112740,53619.398455
112741,13452.151478500004
112742,13611.2311842
112743,35604.59471699999
112744,108039.93868300001
112745,168214.71665999998
112746,40677.609584000005
112747,91879.21838100001
112748,344757.89732999995
112749,55177.88536199999
112750,5989.9375457999995
112751,463599.31175999995
112752,46760.524975
112753,20392.666095
112754,65218.359935000015
112755,38863.72534800001
112756,54898.557282999995
112757,85111.93904900001
112758,18763.282386
112759,6995.681905800001
112760,43480.433075999994
112761,88691.11702799998
112762,299537.83700999996
112763,78623.995412
112764,138339.03771499998
112765,25423.480076
112766,70026.531628
112767,878228.7973700002
112768,14560.651248299997
112769,88233.35714000001
112770,41701.416497000006
112771,63087.93686099999
112772,21421.4043678
112773,102412.684746
112774,21466.314466699998
112775,62685.210418999995
112776,31669.603988
112777,27545.887641999998
112778,601161.1799799999
112779,171767.09440499998
112780,161327.73147
112781,97472.79720900001
112782,37253.69493899999
112783,42904.933106
112784,38298.504462
112785,18530.829240700004
112786,87367.214992
112787,40041.418234
112788,33857.0117553
112789,80326.058364
112790,137073.865466
112791,144228.20666
112792,9282.648978300002
112793,65020.427051000006
112794,596267.20098
112795,30624.217350000003
112796,38633.954437
112797,58494.021371
112798,69955.42985699998
112799,114410.21267899999
112800,38036.29943199999
112801,12189.254593000001
112802,168005.69466500002
112803,481981.76602999994
112804,21464.456419000002
112805,54295.779388
112806,22317.278299
112807,22130.226860000002
112808,269023.73764
112809,38888.391647
112810,171329.5429
112811,154779.95694
112812,73880.186556
112813,190509.92309
112814,53061.096378
112815,47967.361789999995
112816,33496.433019000004
112817,63738.95481799999
112818,54038.31111699999
112819,68826.60045300002
112820,305419.08127
112821,28372.325621999997
112822,37143.95995900001
112823,39534.96939600001
112824,27624.610509
112825,26252.0918303
112826,64793.606879000006
112827,53697.492117
112828,94455.382318
112829,22712.660801
112830,70286.29303100001
112831,89130.245142
112832,72904.553969
112833,128031.89568400002
112834,43451.022962999996
112835,133221.440656
112836,33128.244004
112837,141830.91064999998
112838,425970.82537000004
112839,49713.74893000001
112840,134965.337763
112841,55705.642616000005
112842,184823.11458
112843,49539.860635000005
112844,24830.153786899995
112845,55533.783697000006
112846,254270.03326000003
112847,56060.157311
112848,197041.33800000002
112849,129310.79185800001
112850,163189.679332
112851,173695.67042100002
112852,23921.290189
112853,269825.75928000006
112854,40572.030499
112855,406498.9092
112856,42895.077632
112857,20541.0100451
112858,38566.385693
112859,133863.970708
112860,41953.21965100001
112861,214340.62145000004
112862,12034.7636807
112863,79468.913389
112864,163003.866607
112865,7077.9448309294
112866,251736.11516000004
112867,11657.255407499999
112868,26725.864016099997
112869,94796.268356
112870,76916.289087
112871,133379.283596
112872,32940.012617
112873,171268.65159999998
112874,96882.825857
112875,81041.14311599999
112876,212808.72483999998
112877,43758.64328800001
112878,387332.54497
112879,322536.45339999994
112880,55057.317706
112881,39032.71470699999
112882,515917.50649000006
112883,33800.56189900001
112884,24041.141934000007
112885,49333.085649
112886,90844.795078
112887,21812.769883
112888,104093.248939
112889,81102.04188599999
112890,179250.60198600002
112891,119555.43662299999
112892,60769.040591
112893,38379.444447
112894,305962.10319999995
112895,22976.030659999997
112896,3495.758671639999
112897,47886.581666
112898,169362.06851900002
112899,27750.167392000003
112900,55097.981615
112901,64526.20107500001
112902,28795.477174
112903,170833.35204
112904,222231.18227
112905,49051.634426
112906,52425.347677
112907,5997.6111646300005
112908,5318.055273
112909,463301.07502999995
112910,114100.203419
112911,62604.347408999995
112912,21594.869474
112913,75603.631999
112914,14852.430750300002
112915,198147.76971999998
112916,288404.0102
112917,74030.514239
112918,75701.95814899998
112919,44922.793826
112920,34791.344637
112921,20130.795126
112922,141396.70015900003
112923,94780.886761
112924,68961.356727
112925,226104.54611999998
112926,7866.138483500001
112927,12237.5569727
112928,32627.474734000007
112929,79534.008062
112930,542841.1414300001
112931,59644.608761
112932,178517.12239
112933,15803.9823773
112934,62261.707945999995
112935,64714.415067
112936,142964.981736
112937,433578.64816
112938,60729.073725
112939,20715.969525
112940,42144.784399
112941,468398.9013099999
112942,25956.540350000003
112943,305112.83427999995
112944,49824.976307
112945,127704.54455900002
112946,55112.462832000005
112947,32408.392689999997
112948,43528.555959000005
112949,44263.036209
112950,166934.08649999998
112951,45225.604817
112952,23684.642206999997
112953,38241.95288599999
112954,67996.07259299999
112955,22768.281113
112956,22508.28502
112957,10609.373821
112958,710542.21642
112959,100950.80445899998
112960,48211.19076500001
112961,341119.76349000004
112962,70968.47082399999
112963,107265.503018
112964,24442.870415
112965,38776.013723000004
112966,513036.04787
112967,36920.76706700001
112968,18725.066895999997
112969,66812.879527
112970,20067.983165999998
112971,68356.237351
112972,198797.37032
112973,52022.586771999995
112974,66803.508279
112975,42247.672803999994
112976,30729.870759
112977,14372.023856999998
112978,96604.335436
112979,256509.99309
112980,723001.27315
112981,66370.23615699999
112982,39434.772836000004
112983,100201.032172
112984,25336.835099
112985,14499.13804704
112986,31431.451303
112987,24671.693543
112988,30070.818669999997
112989,63178.926590999996
112990,77015.32533300002
112991,31730.319212000002
112992,11700.6972992
112993,98372.25420299999
112994,8329.5569278
112995,182629.84254
112996,26174.692693
112997,321237.71453999996
112998,45535.952043000005
112999,50807.079835
113000,20955.019294
113001,27856.163831299997
113002,19196.383284
113003,79764.53524799999
113004,97681.422062
113005,16238.375273500002
113006,45333.355457
113007,26136.768252999995
113008,19302.8569146
113009,27680.158019000002
113010,31863.211124
113011,29930.954225999994
113012,21542.585881000003
113013,49014.477817000006
113014,83459.67842400001
113015,144744.03201
113016,371533.27642999997
113017,84527.46877499999
113018,46206.865222
113019,130289.742295
113020,46465.58266
113021,39586.103813999995
113022,52352.844642
113023,42009.061803
113024,68361.53617200001
113025,12376.7075744
113026,10692.335459400001
113027,41158.448829
113028,28054.317366000003
113029,160609.82878500002
113030,51981.724747
113031,57378.378448999996
113032,10337.788846100002
113033,113086.58565499997
113034,34211.718153
113035,35102.736741
113036,150569.29758
113037,83978.283921
113038,68055.20360699999
113039,80952.797696
113040,36781.875695999996
113041,18215.917290999998
113042,224971.71538999997
113043,28502.223699000002
113044,346563.4651399999
113045,959649.66197
113046,44687.07216899999
113047,17565.5913479
113048,27628.694865000005
113049,137702.07580499997
113050,127598.95014300002
113051,125570.216497
113052,9096.91066113
113053,79295.988408
113054,47486.26279999999
113055,40294.434955
113056,77508.29896600002
113057,25668.1349538
113058,20411.114622
113059,61845.543137
113060,57913.911487000005
113061,46981.26133999999
113062,60298.442556999995
113063,191380.35267999998
113064,91169.30054299999
113065,43565.853204
113066,12048.8059493
113067,75271.328139
113068,85904.267042
113069,14409.5481912
113070,106235.25917200002
113071,174026.84639999998
113072,33320.308942
113073,274620.89155
113074,179872.597196
113075,32200.359758999995
113076,103268.96092499999
113077,52261.59268400001
113078,44113.679035
113079,52946.33665300001
113080,57468.652476
113081,53424.497239000004
113082,30497.025856
113083,53607.502098000004
113084,70681.85672260002
113085,21742.607498
113086,221741.8094
113087,846320.4754000001
113088,40263.217606
113089,208832.14991
113090,15365.222027200001
113091,51807.446552
113092,83034.49239999999
113093,47356.11453400001
113094,139670.228308
113095,141557.106568
113096,27239.308888
113097,30140.389175999997
113098,232824.34735
113099,6329.968396370001
113100,43229.245643999995
113101,318923.35095
113102,246484.63879
113103,46145.081943000005
113104,21887.177294500005
113105,13442.089182
113106,142776.361646
113107,101605.70164999999
113108,135522.07500899996
113109,21534.008648
113110,65747.07827700001
113111,118061.250745
113112,78870.423308
113113,135097.485046
113114,32162.4802789
113115,57407.310037999996
113116,72170.778341
113117,207048.99996
113118,6928.91425
113119,183311.22964
113120,74197.153724
113121,36812.21096799999
113122,140632.549431
113123,352743.64355999994
113124,25001.755988700002
113125,149218.44435499999
113126,111145.93518
113127,79800.849372
113128,18583.517699699998
113129,178230.735921
113130,126831.32378300003
113131,54699.709560999996
113132,107560.810292
113133,72096.093984
113134,359370.74862
113135,91697.245033
113136,111772.707317
113137,27778.148070999996
113138,76329.76447600001
113139,107125.78438499998
113140,153327.795383
113141,76004.731423
113142,17060.921317
113143,47024.00334399999
113144,196714.88022999998
113145,77858.800467
113146,57884.836416
113147,25285.775251
113148,206042.73975
113149,48332.512046
113150,32791.851295
113151,34337.438361
113152,41877.74625
113153,161909.77485
113154,98680.143741
113155,50908.073726
113156,749326.8534299999
113157,176305.31945999997
113158,37826.447703
113159,209674.66554600003
113160,21287.6772579
113161,144985.06209700002
113162,50960.55444299999
113163,26537.360742999997
113164,53749.800621999995
113165,263384.0719
113166,23271.011397000002
113167,140694.20416100003
113168,36498.262717
113169,47205.999246
113170,200268.23119999998
113171,61571.04545399999
113172,130912.638182
113173,16162.097341800001
113174,117013.337393
113175,50401.366522
113176,83893.162738
113177,100256.284566
113178,33167.463863
113179,12373.894036599999
113180,22080.282047
113181,49863.04457299999
113182,25562.001293999998
113183,31349.585462999996
113184,45427.932279
113185,96214.565586
113186,137189.910135
113187,190685.55288
113188,22596.7279225
113189,147989.22497
113190,22747.810084000004
113191,13377.204922699999
113192,26770.81322
113193,108347.360787
113194,47034.606757999994
113195,203153.11570000002
113196,33035.014490999994
113197,787058.76947
113198,79261.73852
113199,42110.018881
113200,26166.993603
113201,38063.76738
113202,14606.7664347
113203,25445.423606
113204,111320.529477
113205,626467.44601
113206,81525.322885
113207,26015.589943000006
113208,241038.50287000003
113209,120226.14200299999
113210,105535.38658999998
113211,30134.292826
113212,90326.63224899999
113213,61719.532982
113214,35591.779439
113215,79665.66030700001
113216,69430.96701300002
113217,18578.956396299996
113218,46406.168277000004
113219,9241.901692999998
113220,148866.12734900002
113221,11877.6348301
113222,14615.975036
113223,137162.90869999997
113224,33197.041857
113225,81290.490457
113226,35949.041885
113227,59393.55094999999
113228,39185.652519
113229,7081.154977100002
113230,36949.525000999995
113231,28222.344045499998
113232,257077.37917
113233,58464.597711999995
113234,38808.817701
113235,217566.46459
113236,56397.86032
113237,207492.99065
113238,81868.56157099998
113239,27692.630232000003
113240,86824.596529
113241,99516.623603
113242,106184.88623600002
113243,80504.32193499999
113244,38671.96688199999
113245,98545.678636
113246,70794.88532700001
113247,59406.926393999995
113248,55127.825587
113249,89826.90498300001
113250,331046.66965000005
113251,72230.48721199999
113252,34491.069326
113253,14445.1353326
113254,73072.399875
113255,205245.02652999997
113256,29779.992816
113257,137801.21605600003
113258,35376.99832100001
113259,25892.367116
113260,73260.619806
113261,20232.1580361
113262,74087.051261
113263,549335.46441
113264,7367.147818
113265,57613.303961
113266,110539.75624199999
113267,87635.08592199998
113268,224589.49367000005
113269,31012.697666
113270,30655.721912
113271,205955.83370000002
113272,32037.584865000004
113273,57793.21513799999
113274,176373.55623000002
113275,22126.931724000002
113276,9625.240483100002
113277,7773.959198480001
113278,393418.83765
113279,74500.548564
113280,78076.098723
113281,164996.770246
113282,43107.004134
113283,68921.73656299998
113284,427673.8705
113285,28294.997034
113286,60556.39350099999
113287,148076.61148
113288,67474.803695
113289,77969.243145
113290,41793.74336800001
113291,35595.044878
113292,339124.12846
113293,11258.0909107
113294,28976.271733999998
113295,358066.05211
113296,28362.1427553
113297,31861.820101999998
113298,55941.79678
113299,46471.01989800001
113300,54754.34689099998
113301,25477.773187
113302,123855.21113799998
113303,63298.82767200001
113304,175037.51417400004
113305,46365.11128699999
113306,25342.773200999996
113307,168182.193458
113308,39515.864087
113309,62827.944418
113310,16614.0026943
113311,66234.59211700001
113312,33662.768817
113313,146253.88825
113314,24420.468782
113315,110049.39759
113316,45031.789058
113317,73282.163511
113318,27997.871724999997
113319,24154.572302300006
113320,94502.13004599999
113321,27292.375582
113322,31215.902023000002
113323,49186.467065
113324,7858.941405620001
113325,12722.790441200003
113326,32651.900817000005
113327,51375.155648
113328,21054.291122
113329,269441.383273
113330,160865.931601
113331,13109.8442846
113332,49589.345733999995
113333,213885.80522999997
113334,28613.118008999998
113335,8307.8142516
113336,135694.44401500002
113337,7641.445953899999
113338,97888.277622
113339,27678.733591999997
113340,57639.425578999995
113341,130705.835029
113342,69289.066683
113343,25201.3402412
113344,15046.607097299999
113345,15787.134509500003
113346,61961.164454
113347,89232.875439
113348,110032.66169100002
113349,42418.658654
113350,31938.515612000007
113351,167142.42497999998
113352,35660.386533
113353,89344.64883999998
113354,32804.531558
113355,227029.47697999998
113356,84730.28302599999
113357,10362.287485
113358,136200.422985
113359,7793.987273000002
113360,172472.170138
113361,178282.90762
113362,166752.489539
113363,67456.861884
113364,61902.61452100001
113365,84132.886729
113366,30044.587384000002
113367,114928.07543699999
113368,29981.836221000005
113369,94647.051051
113370,28710.2989849
113371,124481.67865499998
113372,35304.936032
113373,95127.089096
113374,322913.5457400001
113375,114568.08014500001
113376,89642.215553
113377,32887.69298
113378,138782.006238
113379,168935.69919
113380,30906.51497
113381,140295.45733799998
113382,265189.01815
113383,34922.583209
113384,138641.707132
113385,207710.35985
113386,42088.387034
113387,141546.65574799996
113388,80124.10149100001
113389,22135.1856478
113390,122256.660491
113391,89576.218662
113392,19512.022059
